"Apareció por primera vez en ""Tekken 3"" sorprendiendo a los fanáticos del ""Tekken"", pues Mokujin tiene la capacidad de mimetizar las técnicas de todos los personajes (mojukin-ken)."	mimetizar	"imitar	copiar	reproducir	emular	replicar	parodiar	simular	clonar	emblema	repetir"
"Así, fue creado """"P.T. Barnum's Great Traveling Museum, Menagerie, Caravan, and Hippodrome"""", que fue el verdadero principio del continuo funcionamiento de la encarnación actual del circo."	encarnación	"manifestación	representación	forma	personificación	encarne	incorporación	embodimiento	materialización	expresión	aspecto	versión	apariencia	existencia	tipo	especie	variedad	modelo"
Asistió al presitigioso Rose Bruford College of Speech and Drama en Londres.	presitigioso	"renombrado	famoso	ilustre	prestigioso	reputado	respetado	reconocido	sobresaliente	eminente	afamado	importante	célebre	conocido	popular"
"Atafu, antiguamente conocida como ""Grupo del Duque de York"" es un grupo de islotes de coral en Tokelau en el sur del océano Pacífico."	islotes	"pequeñas islas	cayos	islitas	islas	islas pequeñas	arrecifes	islas de coral	atolones	motus	isletas	islachos	isleños	islotes	escollos"
Aunque indispuesto, Mantaro (Kid Músculo) es uno de los jóvenes héroes que forma parte de ello y termina derrotando a su padre para poderse graduar.	indispuesto	"enfermo	débil	enfermizo	indispuesto	mal	delicado	malogrado	dispuesto	desfalleciente	debilitado	fraco	malestar	descompuesto"
Auriga de Delfos es la denominación historiográfica de una obra maestra de la escultura griega del denominado estilo severo (transición entre la escultura arcaica y la clásica).	historiográfica	"histórica	de la historia	de los historiadores	sobre la historia	relativa a la historia	referente a historia	documental	relacionada_con_historia	historiada	de_historiografía	narrativa	historical	denominada	nombrada	llamada	conocida"
"Bajo el lema """"Si vives el Carnaval, las Prisillas te entrarán"""", ""Pedaleros"" e ""Imposibles"" invitan a las demás peñas y a cualquier particular que lo desee a participar en el acto que año tras año se va consolidando con su toque de humor inteligente, crítica burlesca, improvisación y ""pitorreo""."	burlesca	"irónica	graciosa	humorística	chistosa	jocosa	burlona	divertida	sarcástica	mocking	satírica	cómica"
"Bajo el lema """"Si vives el Carnaval, las Prisillas te entrarán"""", ""Pedaleros"" e ""Imposibles"" invitan a las demás peñas y a cualquier particular que lo desee a participar en el acto que año tras año se va consolidando con su toque de humor inteligente, crítica burlesca, improvisación y ""pitorreo""."	pitorreo	"burla	chiste	mofa	diversión	risa	jocosidad	chanza	parodia	cachondeo	humor	comentario	ironía	sátira	broma	ridículo"
Basada en la novela de Alice Hoffman de título homónimo.	homónimo	"igual	mismo nombre	idéntico	semejante	similar	mismo título	parecido	equivalente	coincidente	homónimo	nombre igual	con el mismo nombre"
Cabrini hizo su debut en el fútbol profesional con U.S. Cremonese en la temporada de 1973-1974 de la Serie C, totalizando 3 presencias y ganando el jersey de titular para la siguiente temporada de 1974-1975.	debut	"primera vez	inicio	estreno	presentación	primera aparición	salida	incorporación	introducción	primeriza	comienzo	aparición"
Cada vez que ella decía algo se burlaban y cuchicheaban cosas sobre ella.	cuchicheaban	"susurraban	murmuraban	chismorreaban	hablaban	murmulleaban	charlaban	hablaban_bajo	comentaban_en_voz_baja	comentaban	cotilleaban	hablaban en voz baja	hablaban en secreto"
Calculando el territorio que los ejércitos convergentes de los aliados occidentales y la URSS podían tomar, la Conferencia de Yalta determinó las líneas de demarcación para las respectivas zonas de ocupación.	demarcación	"frontera	separación	división	delimitación	marcación	límite	límites	áreas	zonas"
Casi siempre de forma circular, acorazonada u ovalada, macizo o calado, ubicado en la parte delantera central, sujeta por medio de cadenas que surgen del centro un cinturón ancho de cuero, adornado con apliques de metal, o también con monedas de la época, como por ejemplo los patacones, hechos de oro, plata u otros materiales, según el poder económico de su dueño.	apliques	"adornos	decoraciones	complementos	ornamentos	detalles	accesorios	emblemas	piezas	elementos"
Castellanos debutó como El Salvaje, después de haber sido entrenado por Rey Mysterio, Sr. y su hermano, Fobia; haciendo equipo con su hermano.	debutó	"empezó	comenzó	apareció	lanzó	inició	salió	llegó	ingresó	presentó	estrenó	introdujo	hizo su debut	debutó"
Cobisa es un municipio español de la provincia de Toledo en Castilla-La Mancha.	municipio	"pueblo	ciudad	localidad	villa	sentencia	comunidad	lugar	territorio	aldea	poblado"
Cofundador de la revista literaria y cultural Altazor (1993) de El Puerto de Santa María, en la que participan autores como el dramaturgo Juan García Larrondo, y poetas como Juan Carlos Arniz Sanz, Andrés Hernández o Julio Rivera Cross y Presidente de la Asociación Cultural del mismo nombre.	dramaturgo	"escritor de teatro	guionista	creador de obras teatrales	libretista	s autor de obras de teatro	autor dramático	autor teatral	guionista teatral	dramaturgo	autor de obras de teatro	escritor de obras de teatro	creador de obras de teatro	artesano de la escena	escritor	autor	novelista	poeta"
Comenzó su carrera musical como acompañante de diversas bandas de extracción popular hasta que en 1986 crea Dosis, un grupo con orientación pop bailable en el cual canta y toca teclados y guitarra, ejecutando un repertorio basado exclusivamente en temas de su autoría.	repertorio	"lista	conjunto	catálogo	selección	cancionero	temas	canciones	compilación	colección	repertorio	musica	música"
Como cantante eligieron a una joven de poderosa voz y enorme carisma, Vicky Larraz.	carisma	"encanto	magnetismo	personalidad	atractivo	carácter	aplomo	charm	presencia	charme"
"Como la gran mayoría de los magos, Nathaniel es hijo de plebeyos que lo ""cedieron"" al Gobierno para que fuera educado como hechicero, la clase dirigente del Imperio, a cambio de algo de dinero."	hechicero	"mago	brujo	encantador	hechicero	sabio	prestidigitador	ilusionista	sortilegio	conjurador"
Como substitución se realizó un puente pedestre de 60 metros durante el gobierno de la República Democrática Alemana (RDA).	substitución	"sustitución	reemplazo	cambio	intercambio	intervención	modificación	reposición	traslado	alteración"
Con claras influencias del Círculo Lingüístico de Praga, pretendían crear un foro de estudio para lingüistas que propiciara la investigación en este campo.	foro	"espacio	lugar	plataforma	sitio	espacio virtual	ámbito	entorno	foro	espacio de discusión	reunión	conferencia	encuentro	coloquio	debate"
Con claras influencias del Círculo Lingüístico de Praga, pretendían crear un foro de estudio para lingüistas que propiciara la investigación en este campo.	propiciara	"facilitara	fomentara	estimulara	impulsara	apoyara	promoviera	alentara	fomentar	promover	impulsar	estimular	facilitar	favoreciera	ayudara	permitiera"
Con él actúa con asiduidad gracias a la Secretaría de Cultura que los lleva por toda la provincia, llegando a juntar más de 1000 personas en febrero de 1988 en cada una de las 6 noches en la cúpula destinada al Rock en la 1.	asiduidad	"frecuencia	constancia	regularidad	continuidad	sistemática	persistencia	frequentemente	regularmente	continuamente	permanentemente	ininterrumpidamente	repetición"
Con él actúa con asiduidad gracias a la Secretaría de Cultura que los lleva por toda la provincia, llegando a juntar más de 1000 personas en febrero de 1988 en cada una de las 6 noches en la cúpula destinada al Rock en la 1.	cúpula	"domo	techo	recinto	cúpula	cubierta	sala	bóveda	cimborio	cupulín	techumbres	azotea	terraza	techumbre"
Con la disolución de la Serenísima, pasó a manos francesas y británicas, bajo cuyo protectorado fue capital de los Estados Unidos de las Islas Jónicas.	disolución	"cese	desaparición	desintegración	fin	extinción	solución	liquidación	término	dissolución	disolver	desunión	terminación"
Con la disolución de la Serenísima, pasó a manos francesas y británicas, bajo cuyo protectorado fue capital de los Estados Unidos de las Islas Jónicas.	protectorado	"dominio	tutela	amparo	control	protección	colaboración	custodia	guardia	defensa	protectorado	supervisión	poder	autoridad"
"Con la serie de libros para principiantes que inauguró "" El Gato"", Seuss promovió tanto a su nombre, como a la alfabetización elemental en los Estados Unidos."	alfabetización	"educación	lectura	escritura	instrucción	aprendizaje	cultura	alfabetización	saber leer y escribir	enseñanza"
Conforme avanzaba el debate en el Congreso de Filadelfia, Lee iba asumiendo una posición más favorable a la independencia total y no sólo a la autonomía dentro del Imperio Británico, su conviccón de la necesidad de la independencia logró convencer a delegados de otras colonias e incluso persuadió a sus propios electores de Virginia, temerosos que Lee pudiera llegar demasiado lejos.	asumiendo	"tomando	adoptando	aceptando	adquiriendo	cogiendo	iniciando	abrazando	incorporando	adotando	assumiendo	toman	adheriendo"
Conforme avanzaba el debate en el Congreso de Filadelfia, Lee iba asumiento una posición más favorable a la independencia total y no sólo a la autonomía dentro del Imperio Británico, su conviccón de la necesidad de la independencia logró convencer a delegados de otras colonias e incluso persuadió a sus propios electores de Virginia, temerosos que Lee pudiera llegar demasiado lejos.	autonomía	"autogobierno	libertad	independencia	soberanía	autodeterminación	autocontrol	independencia parcial	autonombramiento	autogestión	self-rule	autorregulación"
Conforme avanzaba el debate en el Congreso de Filadelfia, Lee iba asumiento una posición más favorable a la independencia total y no sólo a la autonomía dentro del Imperio Británico, su convicción de la necesidad de la independencia logró convencer a delegados de otras colonias e incluso persuadió a sus propios electores de Virginia, temerosos que Lee pudiera llegar demasiado lejos.	convicción	"creencia	certeza	seguridad	persuasión	confianza	convencimiento	firmeza	certitud	convicción	determinación	fe"
Conforme avanzaba el debate en el Congreso de Filadelfia, Lee iba asumiento una posición más favorable a la independencia total y no sólo a la autonomía dentro del Imperio Británico, su conviccón de la necesidad de la independencia logró convencer a delegados de otras colonias e incluso persuadió a sus propios electores de Virginia, temerosos que Lee pudiera llegar demasiado lejos.	persuadió	"convenció	logró convencer	indujo	influenció	sedujó	cautivó	logró	incitó	persuadió	logró que cambiaran de opinión	hizo que se dieran cuenta	hizo que se convencieran"
Consiste en un escudo metálico, que puede llevar las iniciales de su dueño o la marca del estanciero, como así también el cincelado de una flor, caballo u otro motivo criollo.	cincelado	"grabado	tallado	esculpido	labrado	sacado	inciso	dibujo	trabajo	ornato"
Consiste en un escudo metálico, que puede llevar las iniciales de su dueño o la marca del estanciero, como así también el cincelado de una flor, caballo u otro motivo criollo.	estanciero	"hacendado	terrateniente	propietario	ganadero	dueño de estancia	propietario rural	granjero	latifundista	rancho	hacienda	fundo	finca	establo	dueño	campesino"
Contrae matrimonio a los 18 años, pero la vida familiar durará poco, ya que en 1913 será reclutado por el Ejército de la Rusia Zarista.	reclutado	"iniciado	enrolado	reclutado	seleccionado	incorporado	llamado	recluido	alistado	movilizado	conscripto	reclutamiento"
Corazón de tinta: trata de una familia muy pequeña compuesta por una chica llamada Meggie y su padre llamado Mortimer,al que meggie le deci mo, Mo tenía un poder sobrenatural para lograr que los personajes de los libros con solo leer en voz alta cobraran vida, pero no quería que su hija se enterara ya que tenía miedo de que le pidiera leer en voz alta y la niña desaparezca como ocurrió como su esposa,ellos viven en una choza ubicada en un campo de Alemania.	sobrenatural	"mágico	misterioso	paranormal	extraño	fantástico	insólito	sobrehumano	milagroso	supernatural	sobrenatural	inexplicable"
Cuanto a los artistas, los únicos que resisten a la compresión y preservan sus personalidades, conocen una tragedia propia: el ideal estético es mortífero, como lo prueba el suicidio del pintor Lucien, inspirado en Vincent Van Gogh, que Mirbeau acaba de descubrir.	mortífero	"letal	fatal	mortal	peligroso	dañino	salubre	venenoso	pernicioso	destructivo	destructor"
Cultivó diversas escuelas pictóricas entre ellas el cubismo, el surrealismo y el arte abstracto.	pictóricas	"pintura	artísticas	visuales	pinturas	plásticas	pintores	de pintura	de dibujo	de arte	gráficas	creativas"
Debutó como vedette a temprana edad de la mano de Nito Artaza y Miguel Ángel Cherutti en 1996, pero dejó ese género en el año 2000 para dedicarse de lleno a la labor actoral en cine, teatro y televisión.	vedette	"estrella	artista	bailarina	actriz	protagonista	intérprete	primera figura	figura central	luminosidad	figura	primerasactriz	cantante"
Desde ese momento hasta el 2006, Qarase realizó una política de clemencia ante los autores del golpe de Speight.	clemencia	"compasión	piedad	indulgencia	perdón	misericordia	merced	benignidad	benevolencia	clemcia	tolerancia	indulto"
Desde pequeño, sus padres le habían inculcado el amor a la libertad y al sueño democrático.	inculcado	"enseñado	transmitido	sugerido	impreso	grabado	infundido	instruido	fomentado	instilado	enseñanza	cultural"
Deseaba la autonomía regional para lograr la más profunda democracia participativa y resolver los problemas reales de la gente, del pueblo, que la política absentista de la época marginaba por completo.	marginaba	"excluía	aislaba	relegaba	ignoraba	despreciaba	apartaba	discriminaba	desplazaba	separaba	descuidaba	marginalizaba	olvidaba	desechaba"
Después de haber residido un tiempo en Jerez de la Frontera, desde hace años reside en El Puerto de Santa María, ciudad en la que ha desarrollado su labor como pedagogo orientador del Sistema escolar.	residido	"vivido	habitado	morado	establecido	asentado	alojado	estado	quedado	estacionado	permanecido	estirado	instalado"
Después de haber residido un tiempo en Jerez de la Frontera, desde hace años reside en El Puerto de Santa María, ciudad en la que ha desarrollado su labor como pedagogo orientador del Sistema escolar.	pedagogo	"educador	maestro	profesor	docente	instructor	sabio	guía	mentor	orientador"
Después de la guerra, fue varias veces campeón francés en los 5.000 m y 10.000 m. Ganó en cuatro ocasiones el Cross de las Naciones (1949, 1952, 1954 y 1956), siendo uno de los atletas que ostentan el récord de triunfos en esta competición internacional.	ostentan	"tienen	poseen	mantienen	sostienen	exhiben	lucen	detentan	ejercen	alcanzan	ganan	guardan	conservan"
Después de ser poblado por los grupos originales, quedó bajo el gobierno de los mexicas en el siglo XV, a quienes se les pagó tributo hasta que todo el sistema prehispánico se colapsó bajo la conquista española en el siglo XVI.	colapsó	"se derrumbó	derrumbó	se desplomó	se hundió	sucumbió	desplomó	cayó	desmoronó	se vino abajo	se quebró	se desmoronó	se desintegró"
Después de un montón de aventuras, descubren que el misterioso Señor de los Ladrones no es quien parece y, debido a un cúmulo de casualidades, acabarán encontrando un carrusel, el cual lleva una leyenda que resultará ser verdadera.	cúmulo	"montón	conjunto	acumulación	aglomeración	sinúmero	colección	pila	agrupación	acumulamiento	grupo	montaña"
Dícese que vivió 109 años y que murió mártir junto con sus compañeros Melchor y Baltasar.	mártir	"mártir	santo	sacrificado	héroe	testigo	víctima	victima	sacerdote	religioso	devoto	fiel"
Disputará la temporada 2013/14 con la UD Las Palmas tras haber rescindido su contrato con la entidad bilbaina.	rescindido	"terminado	anulado	cancelado	finalizado	suspendido	disuelto	extinguido	resuelto	deshecho	dissoluto	dejado	denunciado"
Durante la dictadura de Primo de Rivera, intervino en diversas conspiraciones para proclamar la República.	conspiraciones	"intrigas	complots	conspiraciones	tramas	maquinaciones	planes	confabulaciones	conjuras	complot	maniobras	traiciones"
Durante la gran expedición ateniense, Etna e Hybla permanecieron leales a Siracusa y fueron asoladas por los trirremes atenienses.	asoladas	"destruidas	saqueadas	devastadas	arrasadas	arruinadas	desoladas	dañadas	destrozadas	rasgadas	atacadas"
"Durante la última época de la Dinastía VI el ""Viejo Orden"" se derrumba y los nomarcas del Alto Egipto establecen la hegemonía sobre sus territorios."	nomarcas	"gobernadores	líderes	jefes	señores	regentes	dirigentes	mandatarios	nobles	magnates	reyes	autoridades"
"Durante la última época de la Dinastía VI el ""Viejo Orden"" se derrumba y los nomarcas del Alto Egipto establecen la hegemonía sobre sus territorios."	hegemonía	"dominio	control	supremacía	autoridad	liderazgo	poder	preeminencia	influencia"
El , 21 de febrero y el 2 de septiembre de 2011, varias extensas áreas fueron epicentro de sismos de 7,0; 5,9; y 6,9 grados en la escala de Richter, aunque sin causar daños ni víctimas, pues se registraron a profundidades de 600 km; y los movimientos telúricos llegaron a sacudir edificios altos en varias provincias, incluyendo la ciudad de Buenos Aires.	epicentro	"centro	foco	punto	núcleo	origen	lugar	sitio central	punto focal	localización	sitio"
El , 21 de febrero y el 2 de septiembre de 2011, varias extensas áreas fueron epicentro de sismos de 7,0; 5,9; y 6,9 grados en la escala de Richter, aunque sin causar daños ni víctimas, pues se registraron a profundidades de 600 km; y los movimientos telúricos llegaron a sacudir edificios altos en varias provincias, incluyendo la ciudad de Buenos Aires.	telúricos	"sísmicos	terremotos	temblores	movimientos	sacudidas	geotérmicos	movimientos sísmicos	seísmicos	movimientos de la tierra	vibraciones	temblor"
El , sismo de 1817 de 7,0 Richter, con máximos daños reportados al centro y norte de la provincia, donde se desplomaron casas y se produjo agrietamiento del suelo, los temblores duraron alrededor de una semana.	desplomaron	"cayeron	colapsaron	derrumbaron	sucedieron	abatieron	sevinieronabajo	hundieron	derrumbarse	desmoronar	deslizar	caer	colapsar	se cayeron	se derrumbaron	se vinieron abajo	se desmoronaron"
El , sismo de 1817 de 7,0 Richter, con máximos daños reportados al centro y norte de la provincia, donde se desplomaron casas y se produjo agrietamiento del suelo, los temblores duraron alrededor de una semana.	agrietamiento	"fisura	rotura	grieta	fractura	hendidura	socavamiento	fisuración	resquebrajamiento	fisuramiento	grietas	desgarradura	reventamiento	desgarro"
El 1 de enero de 1504 la guarnición francesa de Gaeta presentó su capitulación ante Fernández de Córdoba y abandonó Nápoles.	guarnición	"tropa	guarnición	fuerza	ejército	defensa	guardo	resguardo	guarda	gobierno	guarnición militar	tropas	fuerzas armadas	milicia	soldados	grupo"
El 10 Mayo del 2012 la legislatura del estado de Minnesota paso una propuesta para construir en nuevo estadio en el centro de Minneapolis, Para que sea posible la construcción de un nuevo estadio el Metrodome tendrá que ser demolido.	demolido	"destruido	desmantelado	derruido	derribado	eliminado	suprimido	demolido	arrasado	derrumbado	reemplazado	deshecho	quitado"
El 10 Mayo del 2012 la legislatura del estado de Minnesota paso una propuesta para construir en nuevo estadio en el centro de Minneapolis, Para que sea posible la construcción de un nuevo estadio el Metrodome tendrá que ser demolido.	legislatura	"cámara	asamblea	parlamento	congreso	consejo	sentado	junta	diputación	senado"
El 20 de junio de 1747, contrajo matrimonio en Dresde con su primo hermano, el que posteriormente sería Príncipe Elector de Sajonia, Federico Cristián, que murió 10 semanas después de su entronización, el 17 de diciembre de 1763.	entronización	"coronación	investidura	nombramiento	ascenso	asunción	sucesión	proclamación	entronización	inauguración	toma de posesión	elevación"
El 27 de agosto de 2013, presentó su dimisión como presidente de la Junta de Andalucía.	dimisión	"renuncia	retirada	abdicación	salida	vacante	destitución	baja	resignación	despido	dimisión	renunciación	cesantía	abandono	cese"
El argentino Gustavo Montesano se incorporaría poco después.	incorporaría	"agregaría	uniría	integraría	sumaría	asimilaría	asociaría	añadiría	se uniría	se sumaría	se incorporaría	se añadiría	se integraría	adheriría	afiliaría"
"El Aude (en occitano y catalán ""Aude"", pero con diferentes pronunciaciones en cada caso) es un río de Francia que desemboca en el Mar Mediterráneo en el Grau de Vendres, en el límite entre los departamentos de Hérault y de Aude."	desemboca	"desagua	desemboca	desocupa	llega	vierte	fluye	descarga	vertiente	desembocadura	confluencia	termina	acaba	se vierte	se une"
El Café Libertad 8, situado en el Barrio de Chueca de Madrid es la cuna de artistas y cantautores de la capital, abierto como café en 1975.	cantautores	"compositores	cantantes	músicos	**cantantes**	**músicos**	**compositores**	**intérpretes**	**cantautores**	trovadores	artistas	intérpretes	creadores	poetas	cantautores"
El Carnaval Herenciano tiene un gran sentido para las personas de esta localidad, pues simboliza su mejor fiesta en todo el largo año.	simboliza	"representa	significa	encarna	refleja	ejemplifica	simboliza	emblematiza	expresa	personifica	emblema	es	es como	es igual a"
"El club fue fundado como ""BSG Pneumatik Aue"" el 4 de marzo de 1946 bajo el patrocinio de las empresas locales de construcción."	patrocinio	"apoyo	auspicio	sponsorización	respaldo	financiamiento	apadrinamiento	proteccion	financiación	promoción	asesoramiento	ayuda	patrocinio"
"El club se desempeñó en forma regular hasta que en 1954 el gobierno de la Alemania del este decidió que la ciudad de Chemnitz, recientemente renombrada como Karl Marx Stadt, merecía un equipo de calidad y debido a eso, el nombre del equipo cambió a ""SC Wismut Karl Marx Stadt"", aunque nunca fue relocalizado."	relocalizado	"reubicado	trasladado	movido	cambiado	reinstalado	transferido	mudado	desplazado	reasentado	recolocado	reestablecido	reorganizado"
El Cotton Bowl comenzó a celebrarse en los terrenos de la Feria de Muestras del estado de Texas, cuando el magnate del petróleo J. Curtis Sanford pagó personalmente los costes de la primera edición, en 1937.	magnate	"empresario	millonario	rico	solvente	industrial	tycoon	potentado	gran empresario	gran magnate	magnate	inversionista	capitalista	acaudalado	adinerado"
El cuarteto lo integraban por este orden Doris Maletzki, Renate Stecher, Christina Heinich y la propia Bärbel Eckert.	cuarteto	"cuarteto	grupo	conjunto	equipo	agrupación	banda	quarteto	trío	ensemble"
El Cybuster es el Banpresto Original que más apariciones ha hecho en los SRW, además del hecho de ser el único Banpresto Original al que se le ha dedicado un juego: y su remake, Super Robot Wars OG Saga: Masō Kishin The Lord of Elemental (que incluye lo ocurrido en Super Robot Wars Gaiden en la continuidad Original Generation).	remake	"reedición	nueva versión	reelaboración	actualización	remake	siguiente versión	versión actualizada	nueva-versión	recreación	refundición	adaptación	reinterpretación	renovación	remasterización"
"Él diseñó un prototipo en el que Mario ""saltaba y rebotaba"", que lo satisfizo."	prototipo	"modelo	maqueta	prueba	ejemplar	esquema	patrón	boceto	esbozo	diseño	versión	ensayo	ejemplo	prototipo"
"El Ducado de Prusia o Prusia Ducal (en alemán: ""Herzogtum Preußen""; en polaco: ""Prusy Książęce"") fue un ducado entre 1525-1701 en la región más oriental de Prusia heredero del Estado monástico de los Caballeros Teutónicos."	monástico	"religioso	monástico	monacal	eclesiástico	conventual	sacerdotal	clerical	ordenado	de monjes	de la iglesia	de la religión"
El ejército intervino entonces con un contragolpe, que devolvió al país a la normalidad constitucional, imponiendo a Laisenia Qarase como primer ministro.	contragolpe	"contraataque	represalia	sacudida	golpe de respuesta	revés	reacción	reactivación	respuesta	devolución	golpe	ataque	intervención	golpe de estado	revuelta	rebelión	insurrección	revolución"
El entorno geográfico de Metlatónoc ha propiciado un aislamiento que agudiza la pobreza de su población, al grado que, según los reportes del Consejo Nacional de la Población (Conapo), los habitantes del lugar tienen un índice de desarrollo humano similar al de países africanos como Burundi.	agudiza	"intensifica	empeora	agrava	exacerba	incrementa	aumenta	agrega	deteriora	worsens"
El estadio fue inaugurado en 2001, después del derrumbe del anterior recinto de ambos equipos, el Three Rivers Stadium.	derrumbe	"colapso	desplome	desmoronamiento	ruina	caída	destrucción	su caída	hundimiento	implosión"
El fluido es contenido dentro de un tubo flexible empotrado dentro de una cubierta circular de la bomba (aunque se han hecho bombas peristálticas lineales).	empotrado	"insertado	encajado	situado	incrustado	colocado	embutido	empotrado	fijado	anclado	embebido	metido	puesto"
El fuerte fue construido en la actual Playa de Penco durante la época de La Colonia, en 1687, por orden del Gobernador de Chile José de Garro, como forma de defensa contra ataques de los corsarios ingleses que podían llegar desde la bahía.	corsarios	"piratas	bucaneros	asaltantes	navegantes	saqueadores	forajidos	filibusteros	marineros	corsarios	salteadores	bandidos	ladrones"
El Fuerte La Planchada es un fuerte chileno ubicado en la Playa de Penco, en la comuna de Penco, Provincia de Concepción.	comuna	"localidad	municipio	ciudad	pueblo	villa	población	aldea	comunidad"
El grupo estaría formado seguramente por el auriga que sostiene las riendas de la cuadriga, los cuatro o seis animales, un guerrero detrás de él, además de un mozo de cuadra.	auriga	"conductor	cochero	remolcador	auriga	soldado	chofer	carretero	reinador	aurigero	guía	jinete"
El Hubert H. Humphrey Metrodome es un domo de usos múltiples en la ciudad de Minneapolis (Minnesota), Estados Unidos.	domo	"cúpula	techo	techumbre	cubierta	cobertura	estadio techado	recinto cubierto	estructura abovedada	pabellón techado	estructura	arena	techo abovedado"
El ITP inicia actividades el 2 de septiembre de 1972 y a sus 41 años de servicio se ha consolidado como la tercera institución en Puebla por su atención a la población escolar, está acreditada en todas sus carreras profesionales y certificada en ISO 9001:2000.	consolidado	"establecido	fortalecido	afianzado	confirmado	solidificado	reforzado	afirmado	asegurado	reconocido	acreditado	solido	asentado"
El ITP inicia actividades el 2 de septiembre de 1972 y a sus 41 años de servicio se ha consolidado como la tercera institución en Puebla por su atención a la población escolar, está acreditada en todas sus carreras profesionales y certificada en ISO 9001:2000.	acreditada	"reconocida	certificada	validada	autorizada	homologada	avalada	acreditada	aceptada	comprobada	verificada	aprobada"
El local tiene su origen a finales del siglo XIX, cuando fue una vaquería y más tarde una tienda de vinos.	vaquería	"establo	granja	corral	rancho	hacienda	finca	ganadería	majada	aprisco	farm	granja de vacas	lechería"
El Mineirão fue inaugurado en 1965, y tiene capacidad actual para 62.170 espectadores.	inaugurado	"estrenado	abierto	inaugurado	iniciado	comenzado	lanzado	presentado	inaugurar	abrir	iniciar	comenzar	estrenar	creado	construido	cerrado"
El municipio se encuentra situado en un terreno ondulado en la comarca de los Montes de Toledo y linda con las poblaciones de Toledo, Burguillos de Toledo, Layos y Argés, todas de Toledo.	comarca	"zona	región	área	territorio	distrito	sitio	localidad	comarca	lugar"
El nombre Bobadal proviene de la lengua Quichua lengua ancestral de Santiago del Estero Bobadal Significa Tierra suelta o polvo suelto	ancestral	"antiguo	tradicional	antigua	primitivo	originario	arcaico	origen	heredada	primigenia	terrestre	polvo	suelto	primitiva	original	de antaño	de antes"
El nombre de Phoenix (Fénix, en español), se eligió para indicar de forma metafórica el renacimiento de estas dos misiones.	metafórica	"simbólica	figurativa	alegórica	representativa	ilustrativa	metafísica	poética	retórica	alusiva	sugerida"
